time,price
2025-12-11 20:43:00+00:00,91643.76
2025-12-11 20:44:00+00:00,91524.6
2025-12-11 20:45:00+00:00,91596.77
2025-12-11 20:46:00+00:00,91486.4
2025-12-11 20:47:00+00:00,91564.0
2025-12-11 20:48:00+00:00,91529.2
2025-12-11 20:49:00+00:00,91466.0
2025-12-11 20:50:00+00:00,91442.1
2025-12-11 20:51:00+00:00,91569.9
2025-12-11 20:52:00+00:00,91568.01
2025-12-11 20:53:00+00:00,91624.02
2025-12-11 20:54:00+00:00,91652.01
2025-12-11 20:55:00+00:00,91648.0
2025-12-11 20:56:00+00:00,91709.0
2025-12-11 20:57:00+00:00,91816.0
2025-12-11 20:58:00+00:00,91819.0
2025-12-11 20:59:00+00:00,91812.0
2025-12-11 21:00:00+00:00,91808.02
2025-12-11 21:01:00+00:00,91771.19
2025-12-11 21:02:00+00:00,91890.56
2025-12-11 21:03:00+00:00,91789.57
2025-12-11 21:04:00+00:00,91876.12
2025-12-11 21:05:00+00:00,91920.0
2025-12-11 21:06:00+00:00,91949.0
2025-12-11 21:07:00+00:00,91950.7
2025-12-11 21:08:00+00:00,92046.0
2025-12-11 21:09:00+00:00,92221.4
2025-12-11 21:10:00+00:00,92261.0
2025-12-11 21:11:00+00:00,92373.1
2025-12-11 21:12:00+00:00,92466.28
2025-12-11 21:13:00+00:00,92500.0
2025-12-11 21:14:00+00:00,92427.99
2025-12-11 21:15:00+00:00,92474.74
2025-12-11 21:16:00+00:00,92605.26
2025-12-11 21:17:00+00:00,92934.84
2025-12-11 21:18:00+00:00,93020.0
2025-12-11 21:19:00+00:00,92990.0
2025-12-11 21:20:00+00:00,92897.0
2025-12-11 21:21:00+00:00,92897.0
2025-12-11 21:22:00+00:00,92832.0
2025-12-11 21:23:00+00:00,92944.44
2025-12-11 21:24:00+00:00,92880.0
2025-12-11 21:25:00+00:00,92860.0
2025-12-11 21:26:00+00:00,92816.0
2025-12-11 21:27:00+00:00,92808.34
2025-12-11 21:28:00+00:00,92835.95
2025-12-11 21:29:00+00:00,92903.21
2025-12-11 21:30:00+00:00,93279.58
2025-12-11 21:31:00+00:00,93498.2
2025-12-11 21:32:00+00:00,93453.0
2025-12-11 21:33:00+00:00,93540.45
2025-12-11 21:34:00+00:00,93525.0
2025-12-11 21:35:00+00:00,93383.65
2025-12-11 21:36:00+00:00,93266.6
2025-12-11 21:37:00+00:00,93172.62
2025-12-11 21:38:00+00:00,92961.0
2025-12-11 21:39:00+00:00,92950.71
2025-12-11 21:40:00+00:00,93004.5
2025-12-11 21:41:00+00:00,93180.95
2025-12-11 21:42:00+00:00,93029.0
2025-12-11 21:43:00+00:00,93083.16
2025-12-11 21:44:00+00:00,93110.0
2025-12-11 21:45:00+00:00,93200.0
2025-12-11 21:46:00+00:00,93209.7
2025-12-11 21:47:00+00:00,93150.77
2025-12-11 21:48:00+00:00,92969.99
2025-12-11 21:49:00+00:00,93039.2
2025-12-11 21:50:00+00:00,93039.0
2025-12-11 21:51:00+00:00,93038.04
2025-12-11 21:52:00+00:00,92941.98
2025-12-11 21:53:00+00:00,92881.36
2025-12-11 21:54:00+00:00,92931.77
2025-12-11 21:55:00+00:00,92898.47
2025-12-11 21:56:00+00:00,93021.9
2025-12-11 21:57:00+00:00,93047.95
2025-12-11 21:58:00+00:00,92939.0
2025-12-11 21:59:00+00:00,92918.16
2025-12-11 22:00:00+00:00,92885.3
2025-12-11 22:01:00+00:00,93117.0
2025-12-11 22:02:00+00:00,93056.01
2025-12-11 22:03:00+00:00,93023.96
2025-12-11 22:04:00+00:00,93024.46
2025-12-11 22:05:00+00:00,92967.98
2025-12-11 22:06:00+00:00,92964.97
2025-12-11 22:07:00+00:00,92910.1
2025-12-11 22:08:00+00:00,92945.0
2025-12-11 22:09:00+00:00,92991.42
2025-12-11 22:10:00+00:00,92929.99
2025-12-11 22:11:00+00:00,92945.82
